Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (watts),CHP unit/s size - thermal (watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Onsite laundry (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£)
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT96,"DAN MOONEY HOUSE, KNOWLE",4. Mental Health (including Specialist services),1. Freehold,,B93  0QA,"26,756","20,381",0,"1,189",0,186,Not Applicable,"20,815","3,585",367,"12,891","5,996","8,105",Not Applicable,Not Applicable,665,100,"1,862",0.4,0,0,0,0,600,2,0,5,20,0,0,38,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,17,0,0,0,"58,000","34,000",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"11,400","110,000","11,000","450,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"4,100","1,350",Not Applicable,Not Applicable,112,0.15,172,0.73,0,0,0,0,53,0.22,627,4.37,0,0,0,0,383,2.82,0,0,37,0.16,0,Not Applicable,Not Applicable,0,8,1,0,0,0,No,Not Applicable,Not Applicable,"43,531",1.6,Not Applicable,Not Applicable,"30,551","18,615",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"2,937",Not Applicable,"7,200",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXT99,EDEN UNIT,4. Mental Health (including Specialist services),3. Part site - Private Finance Initiative (PFI),,B23 6AL,"34,418","32,487",0,0,0,342,Not Applicable,"95,248","9,388",590,"30,940","48,032",0,"17,992","6,739","1,228",100,"3,437",0.98,0,0,0,0,"1,100",0,0,3,105,0,0,20,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,6,18,0,0,0,"91,500","310,000",0,0,0,0,0,0,0,0,100,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"27,769","157,905","19,634","499,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,45,"9,962","2,713",0,15,110,0.15,91,0.08,0,0,0,0,196,0.75,"2,415",14.8,0,0,0,0,"1,414",9.53,0,0,200,1.08,0,0,45,0,26,2,0,0,0,No,0,0,"55,226",3.54,0,"1,394","156,002","28,548",Complete hostess service,0,"2,124",1. Contracted – Full service,"7,477",Not Applicable,"21,810",No,0,927,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTD2,THE ZINNIA CENTRE,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B11 4HL,"180,676","132,735",0,"40,572","555,095","29,474",Not Applicable,"280,975","28,827","2,078","202,659","152,462",0,"61,158","6,561","4,331",100,"12,127",0.98,0,0,0,0,"2,400",18,0,59,342,40,53,"1,419",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,32,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"33,712","1,124,049","2,651","3,300",0,0,"63,220","486,312",0,0,0,0,0,0,0,0,"3,633","1,627","21,048","4,610",0,953,597,0.65,467,1.98,0,0,0,0,277,1.19,"3,272",23.33,0,0,0,0,"2,055",15.03,0,0,353,2.96,0,0,454,0,46,2,0,0,0,No,0,"1,421","263,076",7.47,0,"12,457","187,853","36,140",Complete hostess service,0,"6,456",1. Contracted – Full service,"10,706",Not Applicable,"29,195",No,0,578,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTD3,THE BARBERRY CENTRE,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B15 2FG,"351,739","273,163",0,"78,146","1,142,360","60,658",Not Applicable,"578,233","59,324","4,278","411,566","300,711",0,"125,860","13,503","8,913",100,"24,956",1.33,0,0,0,0,"3,900",33,0,107,800,97,0,"3,976",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,33,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"53,296","1,776,533","1,406","1,750",0,0,"115,876","891,360",0,0,0,0,0,0,0,0,"7,476","3,348","26,414","7,762",0,"1,961",554,0.61,417,1.48,154,0.77,0,0,272,1.44,"3,446",28.39,0,0,0,0,"1,962",18.29,0,0,758,3.8,0,0,934,"404,249",87,10,0,1.57,0.04,No,0,"2,924","359,078",13.32,0,"25,636","233,998","45,990",Complete hostess service,0,"13,287",1. Contracted – Full service,"28,101",Not Applicable,"42,668",No,0,"1,189",0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTD4,THE OLEASTER CENTRE,4. Mental Health (including Specialist services),2. Whole site - Private Finance Initiative (PFI),,B15 2SY,"288,115","220,633",0,"31,752","922,680","49,000",Not Applicable,"467,102","47,922","3,456","336,058","237,149",0,"101,671","10,908","7,200",100,"20,160",2.37,0,0,0,0,"5,800",0,0,30,211,0,55,"1,104",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,74,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"41,875","1,395,848","2,290","2,850",0,0,"74,770","575,159",0,0,0,0,0,0,0,0,"6,039","2,705","27,143","7,976",0,"1,584",554,0.61,417,1.48,155,0.77,0,0,272,1.44,"3,215",28.38,0,0,0,0,"1,962",18.28,0,0,750,3.8,0,0,755,"404,249",87,7,0,1.57,0.04,No,0,"2,362","450,333",10.94,0,"20,709","464,896","87,600",Complete hostess service,0,"10,733",1. Contracted – Full service,"34,044",Not Applicable,"67,392",No,0,960,0,0,0,0
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTD5,JUNIPER CENTRE,4. Mental Health (including Specialist services),1. Freehold,,B13  8JL,"370,721","160,778",0,"118,968","457,038","1,464",Not Applicable,"228,899","19,484","2,518","99,963","35,394","73,445",Not Applicable,Not Applicable,"5,246",100,"12,590",0.99,0,0,0,0,"4,346",10,0,15,100,48,0,727,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,54,0,0,0,0,"20,000","90,000",0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"28,126","1,002,504",0,0,0,0,"70,762","602,707",0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"13,775","4,400",Not Applicable,Not Applicable,265,0.34,225,0.76,"1,286",7.37,0,0,269,1.3,"3,176",25.64,0,0,0,0,"1,938",16.51,0,0,455,2.84,0,Not Applicable,Not Applicable,0,35,6,0,0,0,No,Not Applicable,Not Applicable,"318,170",10.71,Not Applicable,Not Applicable,"208,072","59,130",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"19,717",Not Applicable,"53,527",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTD6,TAMARIND CENTRE,4. Mental Health (including Specialist services),1. Freehold,,B9 5PU,"810,526","253,181",0,"143,640","960,873","2,305",Not Applicable,"299,688","28,716","8,202","143,885","245,091","121,709",Not Applicable,Not Applicable,"8,261",100,"24,033",4.85,0,0,0,0,"6,011",30,13,48,"1,920",120,0,119,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,89,0,0,0,0,"60,000","30,000",0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"51,566","1,893,045",844,"1,050",0,0,"146,325","1,071,158",0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"31,383","7,111",Not Applicable,Not Applicable,"1,274",1.03,177,0.42,0,0,0,0,441,1.45,"5,223",28.45,0,0,0,0,"3,177",18.32,0,0,803,3.4,0,Not Applicable,Not Applicable,0,211,14,0,0,0,No,Not Applicable,Not Applicable,"585,194",9.09,Not Applicable,Not Applicable,"603,719","97,455",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"21,275",Not Applicable,"51,933",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTE6,ROOKERY GARDENS,4. Mental Health (including Specialist services),1. Freehold,,B24 9SA,"51,162","41,221",0,"19,847",0,375,Not Applicable,"70,918","7,827",594,"22,933","17,969","16,385",Not Applicable,Not Applicable,"1,345",100,"3,766",0.4,0,0,0,0,"1,291",0,0,6,48,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"20,574","81,052","11,348","333,758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"7,882","2,367",Not Applicable,Not Applicable,94,0.06,13,0.03,0,0,0,0,224,0.6,"2,642",11.89,0,0,0,0,"1,612",7.66,0,0,25,0.1,0,Not Applicable,Not Applicable,0,8,1,0,0,0,No,Not Applicable,Not Applicable,"87,018",2.41,Not Applicable,Not Applicable,"63,169","27,375",No hostess,Not Applicable,Not Applicable,5. Patient Linen/Laundry,0,0,0,No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MIDLANDS COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXTORS,OTHER REPORTABLE SITES,Other Reportable Site,3. Part site - Private Finance Initiative (PFI),,B1 3RB,"639,152","532,198","1,211,631","638,042",0,"6,921",0,"1,116,706","101,766","9,367","614,615","553,490","211,469","135,766","50,853","24,801",100,"66,443",Not Applicable,Not Applicable,0,0,0,"10,703",99,100,830,"7,356",220,0,"4,744",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,2,4,1,0,0,0,0,0,"1,406,500","1,857,000",1,19,6,32,1,14,5,4,18,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"323,222","2,031,259","189,209","4,412,816",0,0,0,0,"128,817","760,175",0,0,0,0,0,0,0,0,"4,318",342,"74,482","22,440",0,114,"5,357",6.48,504,2.03,0,0,0,0,"1,602",6.46,"18,912",125.74,0,0,0,0,"11,538",80.77,0,0,"8,881",57.95,0,0,342,0,851,43,0,0,0,No,0,0,"684,487",37.7,0,"12,401",0,0,No hostess,0,"1,557",1. Contracted – Full service,567,Not Applicable,"1,718",No,0,93,0,0,0,0
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXV06,PRESTWICH HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,M25  3BL,"2,978,405","3,641,240",0,"190,260",0,0,Not Applicable,"1,282,164","94,172","18,578",0,"483,038","572,025",Not Applicable,Not Applicable,"39,801",95.35,"115,929",17,0.14,0,0,0,"23,070",41,541,625,940,179,0,"14,405",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,2.06,1.92,194,154,17,"406,993","723,863","1,630,194","1,563,873",11,28,6,21,8,0,1,0,25,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"611,629","4,148,389","192,281","9,272,835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"261,310","57,670",Not Applicable,Not Applicable,"4,030",3.93,"6,775",9.47,0,0,"15,595",13.48,"45,426",179.8,"10,370",32.77,101,2.06,0,0,0,0,0,0,"2,140",0.61,"17,047.00",Not Applicable,Not Applicable,"21,936",628,34,5,0.62,0.1,No,Not Applicable,Not Applicable,"1,110,935",55.74,Not Applicable,Not Applicable,"1,109,154","202,218",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"39,620",Not Applicable,"100,679",No,Not Applicable,Not Applicable,"106,130",4.71,Not Applicable,Not Applicable
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXV15,WOODLANDS HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,M28  0FE,"233,883","415,258",0,"37,952",0,0,Not Applicable,"108,018","4,287","6,806",0,"28,778","70,620",Not Applicable,Not Applicable,"4,466",100,"11,774",3.05,0,0,0,0,"2,913",0,0,4,358,0,0,"1,191",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,15,35,0,0,"253,158","483,037","55,815",8,0,0,92,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"74,283","474,198","40,442","1,748,405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"14,315","4,169",Not Applicable,Not Applicable,344,0.86,"4,774",12.06,0,0,"5,118",12.92,"4,405",25.3,"2,341",3.39,0,0,0,0,0,0,0,0,"2,838",0.2,0,Not Applicable,Not Applicable,"3,633",104,11,0,0,0,No,Not Applicable,Not Applicable,"237,213",9.62,Not Applicable,Not Applicable,"158,450","38,535",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"30,836",Not Applicable,"67,392",No,Not Applicable,Not Applicable,"24,372",1,Not Applicable,Not Applicable
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXV17,MEADOWBROOK (MANCHESTER),4. Mental Health (including Specialist services),1. Freehold,,M6   8HD,"329,078","383,447",0,0,0,0,Not Applicable,"195,886","5,733","2,795",0,"38,362","87,870",Not Applicable,Not Applicable,"5,803",100,"12,867",0.6,0,0,0,0,"4,541",0,0,8,7,0,0,"1,247",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,36,49,2,0,"46,000","627,604","331,471",0,0,25,75,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"55,131","362,401","38,561","1,634,814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"43,797","13,037",Not Applicable,Not Applicable,529,1.09,356,0.89,0,0,885,1.98,"12,162",44.47,780,1.67,0,0,0,0,0,0,0,0,"3,560",0.25,0,Not Applicable,Not Applicable,"2,026",58,4,0,0.66,0.1,No,Not Applicable,Not Applicable,"471,335",15.52,Not Applicable,Not Applicable,"277,288","64,907",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"14,157",Not Applicable,"30,236",No,Not Applicable,Not Applicable,"24,372",1,Not Applicable,Not Applicable
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXV20,WENTWORTH HOUSE,4. Mental Health (including Specialist services),1. Freehold,,M30  9HF,"42,657","50,268",0,"3,705",0,0,Not Applicable,"42,321",833,158,0,"5,893","12,765",Not Applicable,Not Applicable,843,100,"2,292",0.23,0,0,0,0,505,0,0,8,0,0,0,330,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,1,9,0,0,"46,839","53,411","37,514",0,0,0,0,0,0,0,0,100,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"12,839","86,270","5,181","196,729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"6,550","1,472",Not Applicable,Not Applicable,24,0.03,328,0.64,0,0,353,0.67,"3,304",8.94,0,0,0,0,0,0,0,0,0,0,182,0.02,0,Not Applicable,Not Applicable,454,13,2,0,0,0,No,Not Applicable,Not Applicable,"36,052",1.6,Not Applicable,Not Applicable,"158,450","7,560",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"1,565",Not Applicable,"4,080",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXV60,THE ROYAL BOLTON HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,BL4  0JR,"418,948","457,593",0,"61,752",0,0,Not Applicable,"976,555","8,488","4,399",0,"22,292","82,267",Not Applicable,Not Applicable,"8,162",66.56,"13,528",2.3,0,0,0,0,"4,201",0,0,5,11,0,0,"1,216",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,9.82,0,12.28,0,7,54,1,"126,500","495,582","928,190","422,367",0,0,10,90,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"65,541","473,041","7,113","270,594",0,0,0,0,0,0,0,0,0,0,"36,774","272,588",0,0,Not Applicable,Not Applicable,"15,826","5,496",Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"5,414",155,8,0,0.75,0.1,No,Not Applicable,Not Applicable,"290,901",12.91,Not Applicable,Not Applicable,"243,445","64,821",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"23,742",Not Applicable,"44,939",No,Not Applicable,Not Applicable,"56,233",2,Not Applicable,Not Applicable
RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,NORTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXV80,TRAFFORD HOSPITAL SITE,4. Mental Health (including Specialist services),1. Freehold,,M41  5SL,"222,815","317,653",0,"70,056",0,0,Not Applicable,"163,177","3,686","3,927",0,"24,913","56,495",Not Applicable,Not Applicable,"3,731",100,"9,092",0.81,0,0,0,0,"3,422",0,0,5,10,0,0,294,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,5,64,1,0,"57,500","428,567","203,930",0,0,31,69,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"36,283","303,801","21,733","885,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"5,517","2,191",Not Applicable,Not Applicable,"3,600",8.77,0,0,0,0,"3,600",8.77,"8,144",38.66,780,2.8,0,0,0,0,0,0,0,0,"4,360",0.3,0,Not Applicable,Not Applicable,"2,620",75,6,0,0,0.1,No,Not Applicable,Not Applicable,"338,612",11.85,Not Applicable,Not Applicable,"277,288","76,650",No hostess,Not Applicable,Not Applicable,1. Contracted – Full service,"23,391",Not Applicable,"45,793",No,Not Applicable,Not Applicable,"24,372",1,Not Applicable,Not Applicable
